,0,1,2,3
15825,蓝色啄木鸟,5,大师经典，有深度有情怀。经常重温,2017-04-09
15826,OMG42,5,如果没有这部片，我的人生会怎样？,2008-11-04
15827,大耳朵_,4,老爷子的动画电影对这个世界充满了温柔，里面的音乐让我有被治愈的感觉~,2017-03-21
15828,sterdam,4,开场几分钟就把我征服了，可惜中间部分的剧情略显拖沓。音乐气势磅礴，画面无比细腻！徐静蕾给公主配的音不行。《兔子的尾巴》果然！,2007-02-11
15829,木鱼水心,5,之前觉得最经典的动画电影，后来被千与千寻超过。原因或许是更重视“核”而不是更重视“壳”。,2007-03-05
15830,荒也,5,宫崎骏动画里主题最宏大的一部。最后幽灵主公サン说喜欢アシクカ，但是无法原谅人类。这句话不正是大自然和人类之间的关系么。,2012-02-29
15831,易老邪,3,人物和故事都流于空泛，不够扎实。,2010-11-04
15832,砂糖橘,4,很久以前，这国家被森林浓密地覆盖，众神自太古以来就住在这里。人与自然的故事可以讲很久。。。,2017-05-16
15833,九只苍蝇撞墙,3,周全而无味,2014-06-19
15834,mmhh,4,经典的配乐，唯一男主戏份多的电影。阿希达卡杀了成为邪魔的山猪但中了诅咒，去西方寻找解救方法，在达达拉城遇到了犬神的孩子幽灵公主。和尚与城主合作砍掉了山兽神的头，山神发怒毁坏了森林，阿希达卡与幽灵公主一起夺回头颅还给了山神，绿色又重回森林。但两个人只能分开居住。,2013-11-13
15835,Evan,5,震撼人心。宫崎骏的动画里永无一个令人讨厌的角色，史诗主题和如此尖锐的对立之下依然处处透着个人色彩，贪欲和仇恨作为唯一的恶竟能不依附任何一方而存在。巅峰，人与自然的框架内已不可能再有比这更加睿智的作品。,2013-07-19
15836,髦髦,5,★★★★☆ 或许是我对日本的历史没有代入感吧，这部被誉为宫崎骏颠峰之作的动画在我心目中只算他所有动画的中等水平。但是老宫实在是天才，即使是他中等水平（在我眼中）的动画放到好莱坞也是数一数二。,2011-12-25
15837,球球超酷´_>`,5,这部当时给我的触动很多，野性，人性。黑夜的火把。,2017-03-16
15838,笑书神侠倚碧鸳,4,触碰了那个人与自然平衡点，后果自负！,2017-05-03
15839,碧落亦然,5,画面的美好几乎让人难以挑剔，即使是多年后重新看这部片也依然秀美如初。小树灵，可爱的小生灵，一群守护着大森林的小天使，转动着头发出清脆的乐章，男孩原来在遇到女孩的一瞬间已经把女孩的音容留在自己心里，说出时女孩犹如触电般感受到了那份情谊。战争只会让大家所结的仇恨更加深而已，完全解决不了问题。尤其是人与自然之间，人为何不懂得以感恩的心去相对养育自己的母亲呢？？是啊，人类比妖兽还可怕……,2008-09-19
15840,十个斗的眼窝浅,5,最喜欢这部的着色，整个屏幕都那么饱满。森林就像真的一样。但是人物的脸还是原来的调调，千篇一律。忘不了阿斯达卡和桑一见钟情的场景，也忘不了明明是花仙子的山兽神。,2011-05-18
15841,蓝下老婆,4,宫崎骏的作品真是没话说,2017-05-04
15842,夏天De西瓜,4,早期的宫崎骏似乎相当重视环保。或者说是热爱着大自然。幽灵公主末尾总觉得和中国的那部泼水节很是雷同。当然主题是不同的。凄婉，可是再一次让人明白了大自然的可贵。,2010-03-06
15843,ReevesGoo,5,宫崎骏的每部作品都这么意义深远，警示世人，相比之下，好莱坞动画略显肤浅，国产动画简直就是幼稚。人类的发展是导致自然毁灭的罪魁祸首，如果继续肆无忌惮，必将自取灭亡。幽灵公主是大师心中留守自然的最后一丝希望，用心良苦。,2012-01-24
15844,雪霁岚湮,5,淡漠的凄美点缀着悠扬婉转的回音符时时晃动我心，撼地触目惊心的阵阵共鸣是哀到浓时的叹息，在觥筹交错的恍如隔世般的清醒下了然于心，幽寂景色背后的凛冽最是痛心,2011-05-29
15845,易,5,大自然的生灵有自己的生存法则，人类也为了能过上更好的生活而向自然界索取，都没有对错，只要保持着平衡，这个世界依旧是美好的值得我们保护的，只是不需要的是战争，那是一种最无谓的毁灭。,2012-09-14
15846,BowieChen,5,好像宫崎骏的我都很喜欢，都看过，这一部也很好看，幽灵公主很勇敢的保护白狼，其实有很多都很有寓意，用心就会很有感触。,2012-05-23
15847,凉沉,2,再次不小心下到国语配音版，又见聒噪无内涵女主(而且还是个狼人- -)，男主也长得丑，不过喂饭捏他很不错~情节什么乱七八糟的，山兽神被张国师山寨了一把，其实这片主要还是靠音乐撑场啦~,2010-10-23
15848,爆米花,3,一上来配乐就听得我心里老不舒服了…永远的矛盾主题人与自然…这次拍的好严肃…个人还是喜欢他小清新风格一点的作品～永远恶心的虫子……永远惹人爱的小配角～小木灵～～～,2013-03-14
15849,Hvarf,2,最不喜欢这种虐片，往往把一方描绘的丑陋不堪。就像有人说的，本来人性和生活都如此沉重了，为什么还要用动画去继续丑化这个无知世界。即使最后归于和睦又怎样？只不过是给观影的人留下一个挥之不去的噩梦罢了。呼吁环保，要行动、要树立人的意识，这样简单粗暴的恐吓有什么用？,2011-01-01
15850,dean,5,"With its epic story and breathtaking visuals, Princess Mononoke is a landmark in the world of animation.",2013-06-11
15851,下山的西西弗斯,5,"当风把一切人类文明吹走以后，人类真的可以和大自然共存吗？
——————————————————
里面的鹿神真的是一个非常有趣的设定，他（她）有着一张人的脸，也有人的形态，但她（他）确代表了自然，掌管着生和死，这意味这什么，是意味这人类掌管着自然还是人类与自然本来就是不可分割的？",2007-12-10
15852,蘑菇猫会吐泡,3,看了片尾简评，才悟出在片中看得不太明白的观点，生命高贵尊严，自然不可侵犯，人类追求生存与幸福的本能是与自然中其他种族冲突的来源。人类不掠夺自然便无法争取到丰沛的资源与文化，虽明知与自然为敌将遭报复甚至毁灭，但持续开发仍是人类不可退让的一环。环境绝不是单纯以声讨人类的丑恶可以解决的,2012-11-28
15853,m.,5,人类天性里的愚昧、欲望、仇恨就像飞鸟右臂中的诅咒一样，毒素由表及里地渐渐侵蚀，扭曲痛苦但是异常地强有力，也能让人异常勇猛。对于大自然的恣意破坏无异于自掘坟墓，山神兽的反扑也只是个迟或早的问题。非常凝重大气，音乐动人，像首诗一样，哀伤但也留有一线希望。2010.10.17.在线,2010-10-18
15854,柠檬海盐,4,宫崎骏的漫画总是那么好看，饱含深情。,2017-05-16
15855,焚紙樓,4,與飛機與飛行皆無關的宮崎駿作品裏，這是最最精彩的一部。,2017-05-25
15856,Bill,3,人类与自然也算是个永恒的话题 电影的这种诠释方法算是很直接与感人 看的中文配音版 配音算是一大败笔,2007-07-14
15857,布喜,5,夜煞神之类的设定还蛮血腥带感的。小精灵萌萌的。这种无法解决的问题真是...无奈。ps我可以说白天时候的麒麟神，有点像dota2里面的潮汐么- -,2013-04-10
15858,倍儿没谱小姐,5,"我想说的太多太多，这是一部正如我心声的电影，我愿更多幽灵公主存在。也如宫崎骏所说：“我想再活三十年，我想看到东京被大海淹没，NTV电视台的高塔成为孤岛，曼哈顿成为地下之城，绿色的杂草接管世界。” 
能不能额外打五星",2011-09-03
15859,宫轻羿、,5,唯美爱情。人类要敬畏自然，在自然中成为主人，而不是成为自然的主人。公主很给力。嚼碎了喂，而且还mouth to mouth。Happy Time.,2011-06-22
15860,释凡,5,当年看真惊艳，一群人来杀麒麟兽，幻姬以火枪击毙了麒麟，森林大场面挺震撼的，宫崎骏对环保反思让人瞠目结舌,2008-01-19
15861,宫轻羿、,5,唯美爱情。人类要敬畏自然，在自然中成为主人，而不是成为自然的主人。公主很给力。嚼碎了喂，而且还mouth to mouth。Happy Time.,2011-06-22
15862,Mark Quinn,4,宫崎骏脑容量估计特别大，要站在既批判发展过度又承认不需要破坏自然的发展不太可能只能寻求共同相处的立场不太容易。就像幽灵公主说的，永远不可能原谅人类，自然估计也不可能原谅我们。,2016-09-30
15863,幻灵小月,5,古老民族古老森林和奋进的新住民之间的矛盾；人类与自然之间的矛盾；生生不息人情味满满的聚集地和神秘原始生态之间的矛盾；城邦之间的矛盾。战争的损失是双方面的，战争招致怨恨，怨恨产生邪魔。人类的贪欲连神明都敢杀戮。还好，一只可爱的小树精存活下来，自然的神明从未消失。久石让的音乐魅力无限,2011-12-01
15864,Dr. Ma🐷,5,许多年前我看了阿凡达，阿凡达的世界观我好喜欢，借着它的内核写了一篇小说并发表了，可以肯定我没有抄袭阿凡达，因为背景人设所谓的奇幻内容完全是新创的。今天我看了幽灵公主，然后我发现竟然跟幽灵公主撞车了，这是否可以说明我跟宫崎大师的心灵曾那么近？,2010-09-01
15865,蓝田,5,伟大的史诗，有着太多的隐喻，人类的一切都显得那么自私，自然和人类间的博弈并不是谁胜谁负，如何使这两者之间的关系更加合理是世间万物应该去深思的东西。心灵深处总隐藏着悲伤和愤怒的真实心灵，只有森林的精灵才知晓。,2013-10-27
15866,F in Camp,5,我突然想到：为什么日本有这么多动人的环保的动画，捕鲸业和猎杀海豚还会那么的猖獗……我不知道通过艺术改变现实是否还可能~~~或许若干年后就会不一样吧？谁知道呢？///嘛，或许他们认为捕鲸什么的不算破坏环境吧。,2009-12-06
15867,Cotton_15,4,字幕太搞了 山神兽最后春回大地的时候字幕组翻译成“妈呀 原来山神兽是花仙子” 感觉虽说片子里人类破坏大自然什么的 这片子没有把人类放在一个很恶劣的位置上 山里的小精灵戳中萌点,2012-05-30
15868,vivi,3,嗯我觉得这只麒麟既是天使也是魔鬼。男主就是勇敢，以及像唐僧般对所有生物不分立场一如既往地好，真的遇上魔鬼的时候你就算讲道理、卖萌也不见得有用啊。这么长且恶心的动画真是略煎熬~,2013-06-29
15869,这个假了,5,相当大气的题材，反思人类的发展与自然的和谐两者之间的矛盾，这是一个永恒的话题，也可以通过本片看出宫老头的内心还是比较黑暗的，完全没有类似的《风之谷》般“阳光”；配乐依旧经典~大气程度超过天空之城,2011-04-26
15870,ANELE,4,特别尖锐的环境与人类发展的矛盾问题，虽然前面有点儿没意思，但越到后面越是吸引人。人和动物都是为了自己生活……哎，想到阿凡达= = 鹿特别有爱~~~,2012-08-12
15871,水之仓月,4,虽然不是我的菜，但还是非常佩服老爷子，算是我看过最有深度的动画作品之一了吧。人与自然的相处之道，值得我们思考。还有就是久石让的配乐真是经典。,2012-12-13
15872,お狐,5,看了两遍。人与自然的永恒纠葛。这里面有几个地方值得注意。其一，少年是来自古老的东方，疏着中国式的发髻，然后村民说被大和族打败“其二，少年是要到西方去寻找原因，而这个原因是火器……,2007-06-19
15873,支离破碎,3,总算是补完了。音乐没得说，剧情因为是现在看也感受不到多么深刻震撼，环保嘛……没有特别喜欢的角色。或者说女兵里的大姐头我挺喜欢的……,2012-06-25
15874,翁小样,2,影视帝国版 3CD 日语中字 1520 外公家 http://movie.douban.com/review/3230306/,2010-05-03
15875,尼日利亚黑珍珠,5,宫崎骏爷爷真是大师，整个电影探讨的人与自然怎样和谐相处到现在也没有解决的办法，配乐很赞，画面也很美，不过我看的是删减版的，好想看看未删减版四个多小时的啊，真喜欢他的作品，不同于别人的小情小爱,2017-01-21
15876,蓝骨和尚,5,对于自然与人的关系问题，与我的观点一致。可惜的是这是日本人的作品，国内做动画能不能也多一些人性和自然的思考，宫崎骏做了这样的动画，故事和主题都说的非常明白，国内也没有禁。,2012-07-15
15877,樱花花花花,4,很震撼，月光下的森林无比美丽。人为了生存而破坏自然，并不能说谁对谁错，但是事情就这样发生了。虽然到了最后还是没能找到人与自然和平共处的方法，但是只要活下去，努力寻找的话，说不定有一天可以共存吧。,2016-08-27
15878,壹次心,4,"1.穿越丛林，人类只是和其他生灵一样的行者，没有高低贵贱，这样一种态度，我们追随着树林真正的栖居者，克制自己的占有欲和优越感，这场景真真打动了我。
2.愤怒和悲伤是一样的东西，以前不懂，原来伤心是最戾的武器。
3.大自然，强大的修复能力．生命，坚韧不屈的存在．
4.非常好听的ost.",2009-09-08
15879,戴泰德,5,无论从动画风格、整体感觉还是探讨的主题思想来看，都是非常成熟深刻的一部宫崎骏。,2011-10-23
15880,猫猫eko,5,又是久石让的配乐。这个很绝。弦乐写得超好。故事内容看个开头就猜到了。树精很可爱。养一只放花盆里应该不错。,2006-02-09
15881,方枪枪,5,还有什么比愚蠢的人类更让人心寒的事情？难道非要等到灭亡才会得以重建和良心发现吗？为什么人与自然非要是剑拔弩张的敌对关系，难道不能好好相处么？对不起，原谅我这般啰嗦！一句话点评：宫崎骏操刀，人、鬼、神、兽全明星参演，集奇幻、动作、爱情于一身的环保宣传片！大爱············,2011-06-19
15882,seeme | 北北,5,我看过这部的原音和配音。配音的非常到位，小珊，虽然总觉得给她的配音在别处也似曾相识，但就是有股属于她的气势，很近，又很远。,2006-12-01
15883,炫3D,4,宫崎骏的动漫，部部经典，各自饱含深意。,2017-03-21
15884,穆如初,4,一直活在印象中，今次看全了，带着几分失望的。说不清楚，总觉得少了些什么。幽灵公主才出场的时候真惊艳啊，执着决绝的眼神真美。音乐大气磅礴，想象纵横恣肆。小精灵好诡异啊.... = =魔化的时候可以不要这么恶心么，我才不说山兽神出来的时候我笑了....见《心有魔障》,2013-10-14
15885,私房歌,3,开场几分钟就把我征服了，可惜中间部分的剧情略显拖沓。音乐气势磅礴，画面无比细腻！,2012-11-04
15886,efuchan,5,Princess Mononoke 20th Anniversary  似乎和小时候看的那一遍感觉又不同了 发现了动画中隐藏着的意味 思考了和当时完全不一样的事情 在人生不同年龄阶段看同一部作品  却能不断领悟 更新 得到完全不一样的信息 这可能就是大人动画的魅力吧,2017-01-06
15887,蓝颜祸水,5,阿凡达的模板，却比阿凡达更好看更深刻。记得很早的时候就看过三分之一，一直到大学才把它看完，开始的情节基本都记得，算是一种梦圆吧,2010-03-13
15888,团小纸,5,吉卜力中对比和《天空之城》一样是最喜欢的，喜欢室町时代的感觉，而且因为这部中的戾气而更偏爱一些，也很惊讶第一次退役的宫崎骏竟然想带着这么重的戾气结束。看到最后还是觉得山神太像暴走的使徒，刚好又是和《EVA》纠缠的时间，总觉得是和痞子的孽缘。配音里美轮明宏的犬神声音有点好听。,2017-07-27
15889,海娃兒,5,9.0分。这无疑是一部宏大而精彩的电影。导演用天马行空的想象力为我们创造了一个似真似幻的世界，再用这世界里的人物、故事、信仰讲述了自然、生命的永恒主题，充满热忱与感动，令人意犹未尽。此外，影片配乐也同样大气磅礴，极大地推动了情节的发展。宫崎骏与久石让这两位黄金搭档令人仰望呐！,2012-08-18
15890,小魚,4,人類追求的生存與幸福的本能，本身就是與大自然中其他種族是相衝突的，這兩者可能永遠無法調和，而等這個矛盾大到一定的地步，大自然終將要吞沒人類。,2017-03-17
15891,乐天,5,这部动画有宫崎骏爷爷的作品里少有的断肢断头画面，因略有血性稍有些少儿不宜。主题还是一贯的人与自然的关系以及其中展现出的爱情观，但不得不说我被严重的打动了，宫崎骏爷爷您永远是我心目中的动画大师NO1。,2010-11-15
15892,画瞳,4,宫崎骏的某几部电影路数太像了，某少女，某强大稍有邪恶的女人，某标准好男人~~~~然后大自然~~~~~好吧，单独看都不错，和在一起有点审美疲劳了。,2010-08-08
15893,茉茶子,5,珊の勇敢守护森林 阿席达卡守护珊 人与自然和谐共处才是美好时代,2012-05-22
15894,只爱这片土地！,5,也许没有硝烟，也许没有流血厮杀，但人类终究要面对与大自然的这场战争的。以生命甚至是灭亡为代价。,2009-06-10
15895,冰点之1234,4,其实这个问题完全没有解决，甚至根本是个不是结局的结局。到最后说生死比说环保来的靠谱，那些人也根本没认识到为何有这样的灾难。或许这才是最可怕的结局。,2012-03-19
15896,紙舞,5,"这是我最喜欢的宫崎骏的电影，是宫崎骏的巅峰之作。
恢宏，广阔，使我有匍匐在自然脚下之感。
人性在此淋漓展现，人的卑微污秽，在参天古木下，澄澈水池旁。",2010-02-28
15897,蕉,5,无上神作。爱与恨。贪婪与付出。任何事都有对立面。怎样才是对。或许得到了结果，你才会知道。,2009-08-24
15898,锐利修蕊,4,自然宽恕无知的族群，他们是为了更好的生，却不知催化了更快的死。,2010-01-14
15899,sillyteeth,2,根本就不好看，刚开始抛出好宏大好深刻的主题，我还在想不知道最终会怎样解决，结果，哇，没有解决就完了。。。里面还有无数无数的触手和粘液，好烦躁。。,2012-11-22
15900,coie,4,大战之后没输没赢，反而是诱人深省。有东方传统神话的连结，也有西方元素的融入，比如麒麟兽的一步一开花，如同佛祖释迦摩尼诞生后的一步一莲花；树林里的精灵，狼养大的珊珊又带西方童话意味，奇妙的故事元素着人浮想联翩。,2016-07-13
15901,果果,5,现在重温了下，居然是英文版。很多年前，至少十年吧，居然10年了！十多年就这样过去了！！！在哥哥家看，但是不知为什么有点排斥，但和哥哥一起，越看越好看，那是觉得居然一个动画片就可以和环保挂上钩，真是厉害！感触又来了，再这样破坏环境，最终就是人类灭亡。。。,2012-04-07
15902,大侠很忙,4,人与自然的战争，到底怎样达到平衡,2017-02-10
15903,维魔,3,在宫崎骏所有动画中相当严肃的一部，和《风之谷》在内涵上十分相似。是十分不适合作为消遣的电影。,2011-02-10
15904,三十,4,优秀和矛盾。宫崎骏的电影里美好事物之间会产生共鸣，他们一见面无须多言便如熟知一般，相互爱护。,2012-10-03
15905,Chris  一切由无聊开始,5,2008.2.12 不俗，显示出一定的思想深度。有气势。,2008-02-12
15906,开开!,5,反正人类就会有火器去欺负手无缚鸡之力的生灵，人类是最死有余辜的东西。不过这表现形式真有点恶心。。,2010-11-09
15907,Lupin_3rd,5,很喜欢其中的音乐 影片内容隐喻的很好 宫崎骏出品 必是经典,2010-06-04
15908,★☆☆☆☆,4,★宫崎骏电影第七部，主题曲已在各国流行。提醒一下，虽然个人并没被本片恶心到，但有不少人觉得片中部分镜头让人反胃（断肢、尸体等等）。喜欢女主角,2010-12-31
15909,kidsama,3,"电影告诉我们，要保护自然，保护动物。不然是会遭报应的-__,-",2011-05-08
15910,小卓同學。,4,understanding animation,2013-03-27
15911,张苑希,5,人与自然之间如何求得一个平衡的点一直是个难解命题，人性贪婪，不断索取，当越过警戒线就会引发无穷后患。桑是被人类抛弃的狼孩，憎恨人类破坏生态，她则是介于人与自然之间的一个矛盾点，到头来如果人类还继续肆意妄为，那么自然还会有原谅人类的下一次吗？,2016-10-27
15912,aquar11,2,实在不喜欢这种复仇啊 觉悟啊 偏执不听劝啊 莫名其妙就要征服自然啊 狭隘的种族仇恨啊这种电影。里面的一些镜头看的我都密集了。。。太不舒服了！,2013-10-18
15913,Q·ian·Sivan,5,"「Even if all the trees grow back, it won't be his forest anymore. The Forest Spirit is dead. → Never. He is life itself. He isn't dead, San. He is here with us now, telling us, it's time for both of us to live.」",2014-04-10
15914,glow,5,"不管怎么说，还是很讨厌幻姬讨厌至极 
　　 
　　每次看完都恨的咬牙切齿的，觉得她太自己以为是了， 
　　 
　　假如幻姬真的代表的是人类最真实的样子，那么人这个物种真 的应该从地球山上消失 
　　 
　　虽然我自己也是人",2010-02-20
15915,梦里诗书,5,和谐共生的夙愿在《幽灵公主》中的彰显是如此震撼且为人着迷，自然的至美无暇与人性的贪婪无度，成为了电影中剧情矛盾的鲜明比照，但在宫崎骏的笔下呈现的这一切却又变的梦幻迷人，神话式的演绎，森之精灵的奇想构筑了人与自然永恒的命题。,2015-10-19
15916,Mary Next Door.,4,第一部真正意義上走入國際舞臺的宮崎駿作品。,2007-09-13
15917,影子熊揉着眼睛,5,最喜欢的宫崎骏动画啊，主题深邃、叙事干脆、动作和人物细节极多、黑泽明风格浓郁。如很多人所评价，如果黑泽明拍动画就该如此。不过，这毕竟是宫崎老儿当年真心想退的代表作啊！,2011-12-03
15918,cowsumy,4,所谓共存的愿望，不过是欲望暂时被感官的愉悦和奇迹带来的震撼所遮蔽或压抑罢了。越是得到便越是期待着把手上的牌弄乱，然后失去再喂养自己卑贱的劣根性。一旦认识所谓‘’欲望‘’，你会后悔为何不无知地臣服于它的掌控的。因为自己，已经不知不觉学会了‘’诚实‘’。,2014-01-07
15919,迷幻蘑菇,4,有人类的地方必有出卖，破坏，杀戮。 人类过度的破坏自然，打破生物间平衡却不自知，最后终将被自然反噬！   本片男猪充当人类与自然生物战争的调停大使，定位过于高尚和完美，已经达到了装B的高度，确是本片一大遗憾。,2011-01-11
15920,# 三滴血,5,对这种赞颂自然与邪不压正的宏伟动画总是没有抵抗力，日本动画电影的后30分钟是绝对精彩不亚于其他邦的同类 加上天马行空的想象与宏丽的音乐 宫崎骏把其他的动画人远远抛在身后,2011-07-23
15921,cowsumy,4,所谓共存的愿望，不过是欲望暂时被感官的愉悦和奇迹带来的震撼所遮蔽或压抑罢了。越是得到便越是期待着把手上的牌弄乱，然后失去再喂养自己卑贱的劣根性。一旦认识所谓‘’欲望‘’，你会后悔为何不无知地臣服于它的掌控的。因为自己，已经不知不觉学会了‘’诚实‘’。,2014-01-07
15922,大熊自留地,5,在看到乙事主死去的那段，开始泪点了。麒麟兽的那抹温柔的微笑和枪口上开出的花朵，真是深深地震到心里去了。故事在后一个小时里，一个高潮推高一个高潮，在绝望的时候又春回大地。其实，对于麒麟兽的死我还是挺绝望的，总觉得一切都无法挽回，并不如宫崎骏那般乐观,2012-09-05
15923,小魔女熊猫七。,5,"我们的生命太短，来不及见证那些遥远到令人恍惚的词语，比如天长地久，海角天涯，碧落黄泉，沧海桑田。 
　　 
　　所以，要活下去。",2009-12-12
15924,Ricardo,5,本片是一定意义上真正伟大的动画片，它内里纯正没有一丝想要游离的杂质。它在部分场景重叠使用24张赛璐璐片的做法一直为人乐道，亦凭此造就手绘动画的极致精细。它的主题明确，虽过多涉及东方式的传统意象似乎并没有后来的普世价值更为西人所喜。但这些自然无法抹去它本身珠玉般醉人的光芒。,2014-04-05
15925,烟视媚行,5,宫崎骏的作品大多都有环保和爱护动物的意思。这部比较突出。喜欢树上那些白色的小精灵。,2011-03-03
15926,青殓,4,中文配音阿西达卡很赞，形成我心中完美的男性形象。黑帽的配音还是美轮明宏听着比较对,2009-06-21
15927,栩别,4,人类就会自作自受，他们需要这样的一场浩劫才能够停止那愚蠢的行为，所以我无比期待这场浩劫的来袭，但是请不要这么恐怖，那些血色的小虫子让我受不了==,2010-08-21
15928,达令,3,又是一个人类破坏生态，必遭报应，而最后一定还是会受到自然母亲原谅的故事。还有，小精灵好萌~倒是为什么最后没有幸福生活在一起啊，浑蛋~,2012-02-07
15929,摔死的鬼魂,5,it rises above from being simply about harmony with nature,2012-01-02
15930,安小洁,4,宫崎骏少数不以童真为题材的电影之一。但情节略显拖沓，主题不够分明。,2010-01-09
15931,Mr.Hungry,4,充分体会到了在先原声后电影的优越性。建议大家看经典电影前先把原声听下。PS.评论里有人说抄袭九色鹿。。喷了。。,2012-03-20
15932,Ewan,5,主角都有个性 都有自己的寓意 有的人打了3星 估计把这部电影纯当儿童动画期望了 其实这是给成人的动画,2011-06-09
15933,WSi,4,麒麟兽漫山遍野喷射的是雾霾！！！这bgm绝对被电视台盗用无数次,2014-02-02
15934,咕噜咕噜锤,2,为什毛都要打这么高的分！！！为什毛为什毛为什毛！！！就没有和我一样密集恐惧的人吗！！！差点吐出来啊literally差点吐出来啊好不好！！！作为一个动画要不要这么没有节操啊卧槽槽槽槽！！！！,2014-02-22
15935,爱的镇魂歌,5,蓝光重看。小时候有点阴影，把片名当鬼片，看到嘎哒嘎哒转头的小鬼直接换台跳过了好长一段剧情，后来完整补完才发现不是那么回事。通过前后几层矛盾激化突点主题，场面很显气势。PS：重看才发现这片儿挺血腥啊。PS.2：平日茹毛饮血，一辈子没刷过牙，那看起来很美好的一吻实在联想不到什么好味道…,2013-12-15
15936,十月,4,敬畏自然，与自然和谐相处。好故事。结尾稍差，主人公没有回到家乡，显得首尾不呼应。,2012-12-25
15937,★☆★,4,反正始终都是人类的错...总是用这样的片子来教育小朋友...但是阿斯达卡头发顺下来..是不是就是白龙了?,2010-04-21
15938,那怎么了少年,4,手臂上缠绕的诅咒侵蚀着神经，仇恨总是在不经意间就触发了~不过我得批评山神兽，太弱不禁风了也，人家随便一射脑袋就丢了，还得变成大怪物满世界找脑袋去~……大爱白白的山犬！,2010-06-21
15939,The_Carrot,4,不论是人物丰满程度还是内涵都很不错，不过我对这个的意见跟我对阿凡达的意见类似，好多镜头完全就是为了卖萌和耍帅，对剧情根本没什么作用。,2011-09-22
15940,远行的猫,5,宫崎骏真的是环保主义者，热爱自然，动物与人类和谐共存。毁坏大自然必然遭到惩罚，越来越喜欢宫崎骏的动画了。,2010-09-17
15941,竹傲风,4,在观看的中间带给我一次不愿回忆的噩梦，噩梦噩梦你快离开我吧。宫崎先生尝试去思考，但是深度还是浅了些。,2012-08-05
15942,墨,3,看了这么多宫崎骏的动画片，就数这部让我吃饭反胃，那个妖怪的须须太多，有密集恐惧症的人千万别看，不然浑身起鸡皮疙瘩，还是喜欢树的精灵，很可爱，不过又是一部people VS nature  的战争，有点生腻了...,2011-03-27
15943,小.情绪,4,宫崎骏的动画里总有恶心的画面，不过忍忍就过了...还好总有温馨暧昧的画面来抵挡住恐惧。阿斯达卡和珊第一眼的情愫蔓延，阿斯达卡说的“我不想你送死”，珊咬碎食物口对口的送到阿斯达卡的口中，阿斯达卡那一瞬的泪泳。乙事主大人的发狂锁羁下，不顾一切的救助。他们约定的一起生活，都是爱情。,2010-06-16
15944,咕噜咕噜锤,2,为什毛都要打这么高的分！！！为什毛为什毛为什毛！！！就没有和我一样密集恐惧的人吗！！！差点吐出来啊literally差点吐出来啊好不好！！！作为一个动画要不要这么没有节操啊卧槽槽槽槽！！！！,2014-02-22
15945,dumber,4,人类对自然地破坏什么时候才能终结，幽灵公主带给我们的不止是视觉上的享受，更是新林深处的反思。一如既往的宫崎骏风格，向人类传达了环保，人与自然和谐共处的主题。,2010-01-25
15946,陈小疯,5,宫大师，一直关注的领域，怎么可能是尔等凡夫俗子能了解的！！！,2009-12-19
15947,爱的镇魂歌,5,蓝光重看。小时候有点阴影，把片名当鬼片，看到嘎哒嘎哒转头的小鬼直接换台跳过了好长一段剧情，后来完整补完才发现不是那么回事。通过前后几层矛盾激化突点主题，场面很显气势。PS：重看才发现这片儿挺血腥啊。PS.2：平日茹毛饮血，一辈子没刷过牙，那看起来很美好的一吻实在联想不到什么好味道…,2013-12-15
15948,The_Carrot,4,不论是人物丰满程度还是内涵都很不错，不过我对这个的意见跟我对阿凡达的意见类似，好多镜头完全就是为了卖萌和耍帅，对剧情根本没什么作用。,2011-09-22
15949,梁眼看电影,4,宫崎骏动画里相对阴郁和偏成人系的一部作品，以呼吁人与自然和谐共处的环保主题为切入，扮上牛鬼蛇神传达理念，唾弃无底洞般的人性贪念，不乏砍头砍手的直观暴力镜头，而邪神则可看成是之后表达更加宏大的《千与千寻》里河神的前身。最终归还山兽神头颅获得救赎的结局处理成了无奈的安慰。,2014-01-05
15950,narcissus,5,太多道理，是不是因為上帝不愿講道理呢？喜歡久石讓很大原因是聽了這張的原聲。PS:很多鏡頭即使是動畫也極為惡心……,2008-10-14
15951,such,5,每个阶层都为生存而努力着    无论是平凡的人类还是所谓的神兽…,2009-12-23
15952,内触妙乐,5,人类想象力发挥到极致的表现，同时体现出先知先觉者对人类命运的担忧,2012-01-16
15953,Mannialanck,5,9分。宫崎骏作品里，这部最有深度了，女主角最好看，音乐不错，仅次天空之城,2010-08-05
15954,陌生的天花板,5,又开了一边，这已经是12年后了，仍然是那个悬而未决的问题，文明需要消耗才能发展，在可持续发展上，日本已经超过我们不知多少了。,2007-02-07
15955,前田慶次·低端,5,一个有层次的故事是值得多看几遍的，第二遍攻克日文字幕，应该会更好的理解原片的意思。黑帽子果然是个有故事的人，一个有争议却又很有魅力的女人。片子展现的日本室町时代的场景太写实了，真XX专业,2012-07-23
15956,william,5,很漂亮，虽然画风华丽的优点难以相信是宫崎骏，但是流顺的画面，很舒服啊！！！,2010-04-22
15957,德拉库拉拉,4,2007-11-6 19:22:54 8/8.3(120) #122,2007-11-06
15958,光年‖影视歌三栖民工,5,喜欢这个故事，电影原声挺棒。,2010-01-20
